order_id,item_number,quantity_ordered
20032822,574450619102,1
20032822,574458625940,1
20032822,574473526600,1
20032822,574475789355,2
20032822,574486240019,1
20032823,574411236759,3
20032823,574412287351,2
20032823,574431275012,3
20032823,574445585740,2
20032823,574468433018,1
20032823,574468433018,2
20032823,574484586646,2
20032824,574405088157,3
20032824,574445764513,4
20032824,574446788380,2
20032824,574479927820,3
20032825,574409189656,2
20032825,574411987173,1
20032825,574460295437,1
20032826,574409856524,3
20032826,574412581907,1
20032826,574431792763,1
20032826,574480616369,1
20032826,574482797416,3
20032826,574483180267,1
20032827,574406778568,2
20032827,574418628663,1
20032827,574428512332,4
20032827,574428785109,1
20032827,574439320782,1
20032827,574458415882,3
20032827,574484192162,1
20032827,574488776629,2
20032828,574403916710,1
20032828,574404185391,3
20032828,574418072861,3
20032828,574426287708,2
20032828,574446859498,1
20032828,574454801871,2
20032829,574418108881,1
20032829,574423480773,1
20032829,574425108790,1
20032829,574425627658,1
20032829,574426034895,3
20032829,574426573494,1
20032830,574418848329,1
20032830,574424087903,2
20032830,574428086068,1
20032830,574444946807,4
20032830,574448214582,2
20032830,574471319164,2
20032830,574486061106,2
20032831,574419782725,1
20032831,574433647086,1
20032831,574434828631,2
20032831,574438188638,1
20032831,574451824139,1
20032831,574453697906,1
20032831,574460715123,2
20032831,574462722455,3
20032831,574479927820,1
20032831,574481475306,3
20032831,574483122289,1
20032831,574485560570,1
20032831,574491296256,2
20032832,574405088157,1
20032832,574418108881,1
20032832,574429212394,1
20032832,574435203929,2
20032832,574437177669,2
20032832,574443710884,3
20032832,574451416037,3
20032832,574483804747,2
20032833,574421188684,3
20032833,574431766661,3
20032833,574438439324,2
20032833,574442310089,2
20032833,574445854142,3
20032833,574451824139,1
20032833,574453712859,1
20032833,574462596083,1
20032833,574475172017,2
20032833,574478494650,1
20032833,574486491838,1
20032833,574490216669,1
20032833,574496278286,1
20032834,574404486681,1
20032834,574406689788,1
20032834,574413072327,2
20032834,574416462413,2
20032834,574420177284,2
20032834,574430069266,1
20032834,574447791484,3
20032834,574449605896,2
20032834,574454801871,1
20032834,574455531242,2
20032834,574471319164,1
20032835,574408899571,2
20032835,574418480066,1
20032835,574418628663,3
20032835,574420563766,1
20032835,574423924138,1
20032835,574431766661,2
20032835,574451677118,1
20032835,574472908417,1
20032835,574474333877,1
20032835,574474791408,1
20032835,574483841626,3
20032836,574416727803,2
20032836,574422183148,3
20032836,574428086068,2
20032836,574434828631,3
20032836,574443710884,1
20032836,574453973300,4
20032836,574473526600,1
20032836,574477709209,1
20032836,574479927820,1
20032836,574481602994,2
20032836,574491296256,1
20032837,574407818572,2
20032837,574412581907,1
20032837,574428512332,2
20032837,574443710884,4
20032837,574469180387,2
20032837,574478423402,2
20032837,574481475306,1
20032838,574411236759,1
20032838,574413759826,2
20032838,574423924138,1
20032838,574434828631,4
20032838,574443722596,3
20032838,574448214582,1
20032838,574462596083,2
20032838,574474427515,1
20032838,574484586646,4
20032839,574411052954,2
20032839,574417625717,1
20032839,574425108790,1
20032839,574463070811,2
20032840,574406689788,3
20032840,574431792763,1
20032840,574453005307,2
20032840,574469260378,2
20032840,574475172017,2
20032840,574484192162,1
20032841,574416727803,2
20032841,574423480773,1
20032841,574428006583,2
20032841,574444138575,2
20032841,574444138575,3
20032841,574483180267,3
20032841,574491296256,1
20032842,574407818572,1
20032842,574413631071,1
20032842,574433483589,2
20032842,574438554090,1
20032842,574438554090,2
20032842,574444138575,3
20032842,574444946807,1
20032842,574458771689,2
20032842,574479894192,1
20032842,574486240019,3
20032843,574421633754,1
20032843,574422397958,1
20032843,574437177669,3
20032843,574468334957,1
20032843,574494824581,1
20032844,574419782725,3
20032844,574435203929,3
20032844,574452909883,2
20032844,574468433018,3
20032844,574469567187,3
20032844,574474333877,1
20032844,574475172017,1
20032845,574418628663,1
20032845,574423999766,1
20032845,574426034895,1
20032845,574476705728,1
20032845,574483804747,2
20032845,574494963149,1
20032846,574412581907,1
20032846,574418108881,2
20032846,574441977397,4
20032847,574407557549,3
20032847,574417073425,2
20032847,574434828631,2
20032847,574451956079,1
20032847,574454962518,2
20032847,574479927820,3
20032847,574483122289,1
20032848,574410540967,4
20032848,574414084742,2
20032848,574421798775,2
20032848,574425547582,2
20032848,574447736272,3
20032848,574447766696,2
20032848,574447952203,1
20032848,574448789045,1
20032848,574458771689,1
20032848,574462673372,1
20032848,574483122289,2
20032849,574422397958,2
20032849,574423480773,1
20032849,574457102141,3
20032849,574463070811,2
20032849,574491548402,1
20032850,574420563766,1
20032850,574453712859,2
20032850,574455531242,1
20032850,574480012089,1
20032850,574485628963,3
20032851,574418108881,1
20032851,574430069266,3
20032851,574444342577,1
20032851,574458625940,2
20032851,574469180387,3
20032851,574477444550,3
20032851,574478494650,1
20032851,574481475306,4
20032852,574402712185,1
20032852,574418284210,2
20032852,574421633754,1
20032852,574421633754,2
20032852,574426410602,2
20032853,574445670446,1
20032853,574455531242,2
20032853,574461216611,1
20032853,574471319164,1
20032853,574475590649,1
20032853,574480616369,2
20032853,574484192162,3
20032853,574488776629,3
20032854,574404270735,2
20032854,574412010806,3
20032854,574418628663,2
20032854,574421188684,1
20032854,574424372201,1
20032854,574431275012,2
20032854,574447766696,3
20032854,574450619102,1
20032854,574453623733,3
20032854,574469180387,1
20032854,574478423402,1
20032854,574491296256,3
20032854,574495597477,1
20032855,574421633754,1
20032855,574438188638,1
20032855,574461431124,1
20032855,574469180387,1
20032855,574485560570,1
20032855,574492290565,1
20032856,574404498569,1
20032856,574413631071,1
20032856,574449563565,1
20032856,574451956079,3
20032856,574471319164,1
20032856,574486541227,2
20032856,574489065209,1
20032857,574420563766,1
20032857,574423480773,1
20032857,574425547582,3
20032857,574430703427,1
20032857,574435544770,1
20032857,574437053848,1
20032857,574448188910,2
20032857,574449413194,1
20032857,574459160316,1
20032857,574484586646,1
20032857,574486687622,3
20032858,574417982593,2
20032858,574419085889,1
20032858,574438453481,2
20032858,574462596083,4
20032858,574493175249,1
20032859,574417563965,1
20032859,574418848329,4
20032859,574443722596,1
20032859,574453973300,1
20032859,574458415882,1
20032859,574475789355,2
20032859,574483122289,2
20032860,574407491158,1
20032860,574412321822,4
20032860,574419810172,2
20032860,574449413194,4
20032860,574453298446,1
20032860,574456740862,1
20032860,574458771689,1
20032860,574474333877,1
20032860,574482797416,3
20032860,574486851339,3
20032861,574402510495,3
20032861,574418628663,4
20032861,574420986384,2
20032861,574425108790,3
20032861,574429212394,2
20032861,574445670446,2
20032861,574460434923,3
20032861,574467607197,2
20032861,574479262198,2
20032861,574483804747,2
20032861,574486541227,2
20032861,574492698849,1
20032862,574402442675,1
20032862,574415765336,2
20032862,574436245688,1
20032862,574444397620,2
20032862,574463926476,1
20032862,574469086975,1
20032862,574495597477,3
20032863,574401046579,2
20032863,574409189656,3
20032863,574429162411,3
20032863,574435203929,1
20032863,574492698849,1
20032864,574422969524,1
20032864,574430069266,3
20032864,574431275012,2
20032864,574448214582,3
20032864,574452909883,2
20032864,574460715123,1
20032864,574467617127,2
20032864,574477622296,3
20032865,574403870428,1
20032865,574412581907,3
20032865,574422277538,1
20032865,574422716529,2
20032865,574429732656,2
20032865,574436534326,3
20032865,574450690379,1
20032865,574479894192,3
20032866,574408899571,1
20032866,574408899571,2
20032866,574418480066,1
20032866,574420986384,1
20032866,574421798775,2
20032866,574456167029,1
20032866,574475479981,2
20032866,574486061106,1
20032866,574490216669,3
20032867,574406689788,1
20032867,574407557549,3
20032867,574412010806,2
20032867,574428512332,1
20032867,574467607197,4
20032867,574491296256,1
20032868,574428512332,1
20032868,574462317681,1
20032868,574463832528,1
20032868,574478423402,3
20032868,574492290565,1
20032868,574495597477,4
20032869,574405088157,2
20032869,574429488233,1
20032869,574431679997,1
20032869,574435203929,2
20032869,574435388720,1
20032869,574462596083,2
20032869,574484903473,1
20032870,574418480066,2
20032870,574421798775,2
20032870,574450690379,3
20032870,574493175249,3
20032871,574404486681,1
20032871,574447138533,1
20032871,574450529566,1
20032871,574452649069,2
20032871,574467617127,2
20032871,574479238621,1
20032872,574402632161,2
20032872,574404270735,2
20032872,574410540967,1
20032872,574416727803,1
20032872,574419782725,3
20032872,574421798775,2
20032872,574449563565,2
20032872,574450619102,2
20032872,574453973300,2
20032872,574465673455,3
20032872,574468334957,1
20032872,574495597477,1
20032873,574407491158,3
20032873,574418108881,2
20032873,574420986384,3
20032873,574466871240,1
20032873,574467617127,2
20032873,574474427515,2
20032873,574486240019,3
20032874,574411236759,1
20032874,574428512332,2
20032874,574443710884,2
20032874,574456740862,1
20032874,574457102141,2
20032874,574477709209,1
20032874,574492290565,1
20032875,574402442675,4
20032875,574429488233,2
20032875,574435203929,2
20032875,574444829298,3
20032875,574450690379,4
20032875,574468334957,1
20032875,574494824581,2
20032876,574402442675,3
20032876,574406689788,2
20032876,574421633754,1
20032876,574429162411,1
20032876,574434828631,3
20032876,574438636758,4
20032876,574445670446,2
20032876,574461431124,1
20032876,574466662197,1
20032876,574478423402,2
20032876,574478423402,4
20032876,574488572539,1
20032876,574488966550,1
20032876,574495597477,1
20032877,574408012913,1
20032877,574412010806,2
20032877,574417982593,1
20032877,574432268235,3
20032877,574433483589,1
20032877,574464024918,1
20032877,574472908417,3
20032877,574492632066,3
20032878,574423480773,1
20032878,574453288646,1
20032878,574453623733,4
20032878,574491765163,1
20032878,574495597477,3
20032879,574418072861,1
20032879,574428086068,3
20032879,574431102926,2
20032879,574436534326,1
20032879,574453954332,4
20032879,574465673455,4
20032879,574494824581,4
20032880,574422277538,2
20032880,574437177669,1
20032880,574479238621,2
20032881,574421633754,2
20032881,574453353917,1
20032881,574457102141,1
20032881,574489065209,3
20032881,574492290565,1
20032881,574496278286,1
20032882,574411236759,1
20032882,574413759826,2
20032882,574427535275,1
20032882,574445585740,1
20032882,574453697906,1
20032882,574466662197,2
20032883,574412307019,2
20032883,574417073425,1
20032883,574418231424,3
20032883,574433483589,3
20032883,574457102141,2
20032883,574466772854,2
20032883,574484192162,3
20032883,574486541227,1
20032884,574424688489,1
20032884,574482475820,2
20032884,574484192162,1
20032884,574486061106,2
20032884,574490216669,3
20032884,574492632066,3
20032885,574438554090,2
20032885,574442871613,1
20032885,574462596083,1
20032886,574402442675,3
20032886,574407818572,4
20032886,574423924138,3
20032886,574427535275,3
20032886,574451416037,1
20032886,574453005307,1
20032886,574488572539,2
20032886,574488776629,1
20032886,574496278286,1
20032887,574403982995,3
20032887,574438829548,1
20032887,574447766696,1
20032887,574486491838,3
20032887,574494963149,2
20032888,574406689788,2
20032888,574409856524,1
20032888,574418072861,1
20032888,574426573494,1
20032888,574438829548,2
20032888,574444946807,1
20032888,574448789045,2
20032888,574482475820,1
20032888,574491379250,2
20032889,574428086068,2
20032889,574431102926,2
20032889,574454962518,1
20032889,574454962518,2
20032889,574463211808,2
20032889,574469086975,1
20032889,574471319164,2
20032889,574472195045,1
20032889,574483548556,1
20032889,574486687622,1
20032889,574494963149,1
20032890,574401147676,1
20032890,574404185391,1
20032890,574407491158,2
20032890,574410016368,1
20032890,574426287708,2
20032890,574430069266,3
20032890,574444397620,1
20032890,574445854142,2
20032890,574460295437,1
20032890,574464024918,2
20032890,574476705728,3
20032890,574494824581,1
20032891,574408912854,1
20032891,574410540967,1
20032891,574418647592,2
20032891,574425069329,3
20032891,574426015271,3
20032891,574450529566,1
20032891,574462722455,2
20032891,574478494650,2
20032891,574479927820,3
20032891,574487861166,1
20032892,574413759826,1
20032892,574434828631,1
20032892,574438829548,2
20032892,574444946807,3
20032892,574453712859,3
20032892,574491296256,1
20032893,574402442675,1
20032893,574402510495,1
20032893,574405947145,3
20032893,574407557549,1
20032893,574412581907,1
20032893,574414084742,2
20032893,574453353917,3
20032893,574453712859,2
20032893,574469567187,3
20032893,574478423402,2
20032894,574404486681,2
20032894,574421798775,1
20032894,574423999766,1
20032894,574424688489,2
20032894,574434497775,1
20032894,574438636758,1
20032894,574438938970,1
20032895,574407491158,2
20032895,574418621774,3
20032895,574444342577,2
20032895,574469567187,1
20032896,574412010806,1
20032896,574413072327,2
20032896,574425069329,2
20032896,574441556000,1
20032896,574444397620,4
20032896,574450529566,2
20032896,574453623733,1
20032896,574495051857,4
20032897,574401147676,1
20032897,574440875862,1
20032897,574462659403,1
20032897,574472195045,1
20032897,574477709209,2
20032897,574479927820,4
20032897,574480616369,1
20032898,574405088157,2
20032898,574407491158,4
20032898,574411987173,2
20032898,574416065933,1
20032898,574418848329,1
20032898,574426015271,1
20032898,574461829917,1
20032898,574489256792,4
20032899,574402632161,1
20032899,574418848329,1
20032899,574420986384,1
20032899,574422277538,3
20032899,574453353917,1
20032899,574465679850,2
20032899,574483548556,1
20032899,574488005980,2
20032899,574489256792,1
20032900,574433647086,1
20032900,574436908190,1
20032900,574443722596,1
20032900,574454879452,1
20032900,574481475306,3
20032901,574426410602,1
20032901,574427535275,1
20032901,574435190009,1
20032901,574491058128,1
20032902,574401698889,4
20032902,574401713944,4
20032902,574435544770,2
20032902,574442255972,1
20032902,574445854142,1
20032902,574453973300,3
20032902,574466662197,3
20032902,574479927820,1
20032903,574409189656,1
20032903,574426573494,1
20032903,574430069266,1
20032903,574438636758,3
20032903,574440875862,2
20032903,574448214582,1
20032903,574448224845,2
20032903,574453623733,2
20032903,574454879452,1
20032903,574485628963,1
20032904,574436245688,3
20032904,574451956079,2
20032904,574455531242,2
20032904,574475172017,1
20032904,574485896560,1
20032904,574485896560,2
20032905,574408899571,2
20032905,574412642027,4
20032905,574430069266,4
20032905,574436245688,2
20032905,574461431124,1
20032905,574474333877,4
20032905,574491853841,2
20032906,574402442675,1
20032906,574420563766,1
20032906,574423924138,1
20032906,574424576405,4
20032906,574428512332,1
20032906,574435544770,1
20032906,574447138533,1
20032906,574475789355,1
20032906,574475789355,3
20032906,574477709209,2
20032907,574404185391,1
20032907,574429732656,3
20032907,574431102926,2
20032907,574480911473,4
20032908,574404486681,4
20032908,574411236759,1
20032908,574422183148,1
20032908,574426287708,1
20032908,574427008440,2
20032908,574483548556,1
20032908,574486541227,3
20032909,574404185391,1
20032909,574404185391,2
20032909,574405088157,2
20032909,574405947145,1
20032909,574410281339,4
20032909,574418647592,1
20032909,574435190009,4
20032909,574491853841,1
20032910,574411236759,1
20032910,574412010806,1
20032910,574420177284,2
20032910,574452649069,2
20032910,574469086975,1
20032910,574471319164,3
20032910,574483180267,2
20032910,574485560570,1
20032910,574486541227,1
20032911,574402442675,1
20032911,574403982995,2
20032911,574404627516,1
20032911,574420986384,3
20032911,574428785109,2
20032911,574451956079,3
20032911,574453954332,2
20032911,574475590649,3
20032911,574485628963,3
20032911,574487861166,1
20032912,574401713944,2
20032912,574438188638,1
20032912,574449413194,1
20032912,574496278286,2
20032913,574409856524,4
20032913,574417982593,3
20032913,574418848329,3
20032913,574449563565,2
20032913,574468334957,2
20032913,574469567187,3
20032913,574475172017,3
20032913,574488572539,3
20032913,574495597477,1
20032914,574425725994,3
20032914,574433483589,2
20032914,574439320782,1
20032914,574474333877,1
20032915,574403982995,2
20032915,574428512332,1
20032915,574435203929,1
20032915,574438829548,2
20032915,574448789045,2
20032915,574451651808,2
20032915,574453298446,2
20032915,574483180267,4
20032915,574483804747,3
20032916,574429133945,1
20032916,574429162411,3
20032916,574438938970,2
20032916,574449605896,2
20032916,574482797416,1
20032916,574486061106,1
20032917,574402442675,1
20032917,574411236759,4
20032917,574416462413,1
20032917,574428785109,1
20032917,574440875862,1
20032917,574456888414,2
20032917,574485097457,1
20032918,574429212394,2
20032918,574456888414,2
20032918,574463926476,2
20032918,574476705728,4
20032919,574404498569,3
20032919,574425069329,1
20032919,574429162411,1
20032919,574462317681,2
20032919,574476705728,2
20032920,574436534326,1
20032920,574450529566,1
20032920,574450619102,1
20032920,574458415882,2
20032920,574465679850,1
20032920,574474333877,2
20032920,574479927820,1
20032920,574480889866,1
20032921,574428785109,2
20032921,574433483589,4
20032921,574435203929,2
20032921,574443710884,3
20032921,574447138533,1
20032921,574469180387,1
20032921,574480616369,4
20032921,574484076944,1
20032922,574402442675,1
20032922,574403916710,2
20032922,574413759826,1
20032922,574435388720,3
20032922,574441556000,1
20032922,574447736272,3
20032922,574447766696,1
20032922,574451651808,3
20032922,574452909883,3
20032922,574464024918,1
20032922,574475789355,1
20032922,574478494650,3
20032922,574481602994,1
20032922,574482797416,2
20032922,574491058128,2
20032923,574402442675,1
20032923,574417625717,2
20032923,574435544770,2
20032923,574458771689,1
20032923,574473547794,3
20032923,574474333877,3
20032923,574491296256,2
20032923,574491548402,3
20032924,574401698889,2
20032924,574410540967,1
20032924,574419810172,2
20032924,574442765000,2
20032924,574444946807,2
20032925,574412642027,1
20032925,574424576405,1
20032925,574430703427,3
20032925,574444397620,1
20032925,574446859498,1
20032925,574462317681,1
20032925,574485896560,2
20032926,574435388720,1
20032926,574447736272,3
20032926,574452909883,4
20032926,574456740862,1
20032926,574469260378,1
20032926,574474333877,1
20032927,574418284210,1
20032927,574418647592,2
20032927,574444946807,2
20032927,574450529566,3
20032927,574453623733,3
20032927,574475789355,1
20032927,574491765163,1
20032927,574492127844,2
20032928,574410016368,1
20032928,574425108790,1
20032928,574429488233,2
20032928,574449413194,1
20032928,574470528150,3
20032928,574492698849,1
20032929,574404270735,1
20032929,574405088157,1
20032929,574409189656,1
20032929,574451956079,2
20032929,574464024918,1
20032929,574478494650,1
20032929,574482797416,1
20032929,574491765163,1
20032930,574414084742,2
20032930,574424372201,1
20032930,574425627658,3
20032930,574441377813,1
20032930,574444397620,1
20032930,574479307520,1
20032931,574411987173,3
20032931,574430133102,3
20032931,574443722596,1
20032931,574467607197,2
20032931,574473526600,1
20032931,574486061106,1
20032932,574424688489,1
20032932,574447766696,3
20032932,574449605896,3
20032932,574456888414,1
20032932,574483548556,2
20032932,574491379250,2
20032933,574403982995,1
20032933,574405088157,2
20032933,574413072327,1
20032934,574401698889,2
20032934,574412287351,2
20032934,574421798775,4
20032934,574427008440,1
20032934,574434497775,3
20032934,574447138533,1
20032934,574447952203,1
20032934,574463926476,2
20032934,574471319164,2
20032934,574492127844,3
20032935,574404185391,1
20032935,574407818572,4
20032935,574455531242,2
20032935,574466871240,1
20032935,574476705728,2
20032935,574494824581,1
20032936,574414940629,1
20032936,574416727803,4
20032936,574429133945,4
20032936,574438829548,1
20032936,574446788380,1
20032936,574453697906,3
20032936,574473547794,1
20032936,574489256792,4
20032937,574433483589,2
20032937,574438829548,3
20032937,574453954332,4
20032937,574454801871,1
20032937,574483548556,1
20032938,574405947145,2
20032938,574421188684,1
20032938,574469260378,1
20032938,574479894192,3
20032938,574486240019,3
20032938,574486491838,3
20032938,574487861166,2
20032939,574401147676,2
20032939,574413631071,1
20032939,574418480066,1
20032939,574438636758,1
20032939,574460434923,2
20032939,574480911473,4
20032939,574486783001,3
20032940,574409856524,1
20032940,574424087903,1
20032940,574428512332,2
20032940,574473547794,3
20032940,574475590649,1
20032940,574492290565,3
20032941,574401698889,1
20032941,574410016368,1
20032941,574453005307,3
20032941,574480889866,3
20032941,574485097457,1
20032941,574486061106,1
20032942,574404270735,1
20032942,574409189656,1
20032942,574430703427,1
20032942,574435203929,2
20032942,574435388720,1
20032942,574460434923,2
20032943,574429133945,2
20032943,574441556000,1
20032943,574453697906,1
20032943,574463070811,2
20032943,574469567187,4
20032943,574486687622,1
20032944,574418284210,1
20032944,574444138575,1
20032944,574447766696,1
20032944,574463926476,2
20032944,574466662197,1
20032944,574483180267,3
20032944,574485896560,1
20032945,574403870428,1
20032945,574417982593,4
20032945,574430133102,1
20032945,574450529566,1
20032945,574454801871,1
20032945,574458771689,1
20032945,574468334957,1
20032945,574488966550,3
20032945,574489256792,4
20032945,574491765163,4
20032945,574491853841,1
20032946,574404627516,2
20032946,574407818572,1
20032946,574423480773,3
20032946,574431679997,2
20032946,574432268235,4
20032946,574439922191,2
20032946,574442765000,1
20032946,574465673455,1
20032946,574468334957,2
20032946,574478580898,1
20032947,574403916710,2
20032947,574407818572,2
20032947,574410016368,3
20032947,574438188638,3
20032947,574447736272,2
20032947,574453712859,3
20032947,574464024918,1
20032947,574467607197,1
20032947,574481602994,1
20032947,574486851339,2
20032948,574404486681,3
20032948,574416727803,2
20032948,574449563565,1
20032948,574453353917,1
20032948,574470528150,3
20032948,574478423402,1
20032949,574409189656,1
20032949,574451677118,3
20032949,574467656334,1
20032949,574480012089,1
20032949,574483804747,4
20032950,574406778568,2
20032950,574443755826,1
20032950,574449563565,3
20032950,574459160316,1
20032950,574477709209,1
20032950,574478423402,1
20032950,574488572539,2
20032951,574442310089,1
20032951,574442310089,2
20032951,574457102141,1
20032951,574463926476,4
20032951,574479262198,1
20032952,574414084742,3
20032952,574424576405,2
20032952,574430133102,3
20032952,574441977397,3
20032952,574448224845,1
20032952,574460434923,4
20032953,574424372201,2
20032953,574428512332,3
20032953,574436245688,3
20032953,574450619102,1
20032953,574453353917,3
20032953,574461829917,3
20032954,574424372201,1
20032954,574430703427,1
20032954,574439922191,2
20032954,574463070811,4
20032954,574469260378,1
20032955,574420986384,2
20032955,574424087903,3
20032955,574444946807,2
20032955,574447447436,1
20032955,574451956079,1
20032955,574466772854,2
20032955,574491548402,2
20032956,574437877616,1
20032956,574445670446,3
20032956,574448188910,4
20032956,574463070811,1
20032956,574463926476,1
20032956,574464024918,1
20032956,574473547794,1
20032956,574480889866,4
20032956,574491379250,1
20032957,574402442675,3
20032957,574406778568,3
20032957,574413072327,1
20032957,574426034895,3
20032957,574435388720,3
20032957,574438453481,1
20032957,574438938970,2
20032957,574443755826,1
20032957,574444138575,1
20032957,574460295437,3
20032957,574465673455,1
20032957,574474333877,1
20032957,574495051857,1
20032958,574428512332,2
20032958,574434497775,4
20032958,574437177669,2
20032958,574444829298,1
20032958,574447766696,1
20032958,574453353917,1
20032958,574466662197,1
20032958,574491548402,2
20032959,574402510495,2
20032959,574406689788,1
20032959,574418231424,1
20032959,574419810172,1
20032959,574437053848,3
20032959,574441377813,1
20032959,574450619102,1
20032959,574453288646,2
20032959,574463070811,2
20032959,574491379250,4
20032960,574404185391,2
20032960,574404185391,3
20032960,574407491158,2
20032960,574418284210,1
20032960,574427008440,2
20032960,574434828631,1
20032960,574463926476,2
20032960,574479894192,1
20032960,574486061106,1
20032960,574494824581,3
20032961,574407557549,2
20032961,574449413194,1
20032961,574456740862,4
20032961,574466772854,3
20032961,574469567187,1
20032961,574478494650,1
20032962,574426034895,1
20032962,574431275012,3
20032962,574466871240,3
20032962,574469086975,1
20032963,574421188684,2
20032963,574424372201,4
